Food_id,Food,Quantity,Measure,weight,unit,prep,GI,Water,Water (DV),Energy,Energy (DV),"Protein
(8g x body 
weight)",Protein (DV),"Total lipid 
(fat)",Total lipid (DV),Carbs,Carbs (DV),Fiber,Fiber (DV),"Sugars, 
total",Sugar (DV),Boron,Boron (DV),Calcium,Calcium (DV),Chloride,Chloride (DV),Chromium,Chromium (DV),Copper,Copper (DV),Fluoride,Fluoride (DV),Iodine,Iodine (DV),Iron,Iron (DV),Magnesium,Magnesium (DV),Manganese,Manganese (DV),Molybdenum,Molybdenum (DV),"Phosphorus, P",Phosphorus (DV),"Potassium, K",Potassium (DV),Selenium,Selenium (DV),Sodium,Sodium (DV),Zinc,Zinc (DV),Thiamin-B1,Thiamin-1 (DV),Riboflavin-B2,Riboflavin (DV),Niacin-B3,Niacin -B3 (DV),B-6,B-6 (DV),B-12,B12 (DV),Biotin-B7,Biotin-B7 (DV),Choline,"Choline
 (DV)","Folate, 
(B9)",Folate (DV),Pantothenic,"Pantothenic
 (DV)",Vitamin-C,Vitamin-C (DV),"Vitamin-A, 
RAE",Vitamin-A (DV),"Vitamin-D
 (IU)",Vitamin-D (DV),"Vitamin E 
(ATEl)",Vitamin E ATE-(DV),"Fatty acids, 
total saturated",Fatty saturated (DV),"Fatty acids, 
total mono","Fatty acids, 
total mono (DV)","Fatty acids, 
total poly","Fatty acids, 
total poly (DV)","Fatty acids, 
total trans","Fatty acids (DV)
total trans",Cholesterol,"Cholesterol 
(DV)",omega-3,"omega-3
(DV)",omega-6,"omega-6 
(DV)",Alanine,Arginine,Aspartic Acid,Cystenine,Glutamic Acid,Glycine,Histidine,Isoleucine,Leucine,Lysine,Methionine,Phenylalanine,Proline,Serine,Threonine,Tryptophan,Tyrosine,Valine
176,White_mushroom_p25_cup,0.25,cup,25,grams,fresh,low,23.1075,0.01155375,5.5,0.00275,0.7725,0.013794643,0.085,0.001049383,0.82,0.002733333,0.25,0.01,0.495,0.0099,0,0,0.75,0.00075,0,0,0,0,0.08,0.088888889,0,0,0,0,0.125,0.006944444,2.25,0.005625,0.0125,0.00625,0,0,21.5,0.030714286,79.5,0.022714286,2.325,0.042272727,1.25,0.000833333,0.13,0.011818182,0.02,0.016666667,0.1,0.076923077,0.9025,0.05640625,0.025,0.014705882,0.01,0.004166667,0,0,4.325,0.010176471,4.25,0.010625,0.375,0.075,0.525,0.007,0,0,1.75,0.004375,0.0025,0.000166667,0.0125,0.000568182,0,0,0.15,0.008823529,0,0,0,0,0,0,0.04,0.005555556,0.05,0.02,0.05,0.0025,0.085,0.0225,0.015,0.02,0.03,0.0275,0.0075,0.0225,0.02,0.0225,0.0275,0.01,0.01,0.0575
177,Oyster_mushroom_1p2_cup,1.2,cup,100,grams,fresh,low,89.18,0.04459,33,0.0165,3.31,0.059107143,0.41,0.005061728,6.09,0.0203,2.3,0.092,1.11,0.0222,0,0,3,0.003,0,0,0,0,0.24,0.266666667,0,0,0,0,1.33,0.073888889,18,0.045,0.11,0.055,0,0,120,0.171428571,420,0.12,2.6,0.047272727,18,0.012,0.77,0.07,0.12,0.1,0.35,0.269230769,4.96,0.31,0.11,0.064705882,0,0,0,0,48.7,0.114588235,38,0.095,1.29,0.258,0,0,2.4,0.002666667,29,0.0725,0,0,0.06,0.002727273,0.03,0.001764706,0.12,0.007058824,0,0,0,0,0,0,0.12,0.016666667,0.24,0.18,0.3,0.03,0.63,0.13,0.07,0.11,0.17,0.13,0.04,0.11,0.04,0.13,0.14,0.04,0.08,0.2
178,Oyster_mushroom_p4_cup,0.4,cup,33.33333333,grams,fresh,low,29.72666667,0.014863333,11,0.0055,1.103333333,0.019702381,0.136666667,0.001687243,2.03,0.006766667,0.766666667,0.030666667,0.37,0.0074,0,0,1,0.001,0,0,0,0,0.08,0.088888889,0,0,0,0,0.443333333,0.02462963,6,0.015,0.036666667,0.018333333,0,0,40,0.057142857,140,0.04,0.866666667,0.015757576,6,0.004,0.256666667,0.023333333,0.04,0.033333333,0.116666667,0.08974359,1.653333333,0.103333333,0.036666667,0.021568627,0,0,0,0,16.23333333,0.038196078,12.66666667,0.031666667,0.43,0.086,0,0,0.8,0.000888889,9.666666667,0.024166667,0,0,0.02,0.000909091,0.01,0.000588235,0.04,0.002352941,0,0,0,0,0,0,0.04,0.005555556,0.08,0.06,0.1,0.01,0.21,0.043333333,0.023333333,0.036666667,0.056666667,0.043333333,0.013333333,0.036666667,0.013333333,0.043333333,0.046666667,0.013333333,0.026666667,0.066666667
179,Oyster_mushrooms_p2_cup,0.2,cup,16.66666667,grams,fresh,low,14.86333333,0.007431667,5.5,0.00275,0.551666667,0.00985119,0.068333333,0.000843621,1.015,0.003383333,0.383333333,0.015333333,0.185,0.0037,0,0,0.5,0.0005,0,0,0,0,0.04,0.044444444,0,0,0,0,0.221666667,0.012314815,3,0.0075,0.018333333,0.009166667,0,0,20,0.028571429,70,0.02,0.433333333,0.007878788,3,0.002,0.128333333,0.011666667,0.02,0.016666667,0.058333333,0.044871795,0.826666667,0.051666667,0.018333333,0.010784314,0,0,0,0,8.116666667,0.019098039,6.333333333,0.015833333,0.215,0.043,0,0,0.4,0.000444444,4.833333333,0.012083333,0,0,0.01,0.000454545,0.005,0.000294118,0.02,0.001176471,0,0,0,0,0,0,0.02,0.002777778,0.04,0.03,0.05,0.005,0.105,0.021666667,0.011666667,0.018333333,0.028333333,0.021666667,0.006666667,0.018333333,0.006666667,0.021666667,0.023333333,0.006666667,0.013333333,0.033333333
180,Portabella_mushroom_1p2_cup,1.2,cup,100,grams,fresh,low,92.82,0.04641,22,0.011,2.11,0.037678571,0.35,0.004320988,3.87,0.0129,1.3,0.052,2.5,0.05,0,0,3,0.003,0,0,0,0,0.29,0.322222222,0,0,0,0,0.31,0.017222222,0,0,0.07,0.035,0,0,108,0.154285714,364,0.104,18.6,0.338181818,9,0.006,0.53,0.048181818,0.06,0.05,0.13,0.1,4.49,0.280625,0.15,0.088235294,0.05,0.020833333,0,0,21.2,0.049882353,28,0.07,1.14,0.228,0,0,0,0,10,0.025,0.02,0.001333333,0.06,0.002727273,0.02,0.001176471,0.12,0.007058824,0,0,0,0,0,0,0.12,0.016666667,0.17,0.08,0.22,0.01,0.32,0.1,0.06,0.08,0.13,0.12,0.03,0.08,0.08,0.09,0.1,0.04,0.01,0.08
181,Portabella_mushroom_p6_cup,0.6,cup,50,grams,fresh,low,46.41,0.023205,11,0.0055,1.055,0.018839286,0.175,0.002160494,1.935,0.00645,0.65,0.026,1.25,0.025,0,0,1.5,0.0015,0,0,0,0,0.145,0.161111111,0,0,0,0,0.155,0.008611111,0,0,0.035,0.0175,0,0,54,0.077142857,182,0.052,9.3,0.169090909,4.5,0.003,0.265,0.024090909,0.03,0.025,0.065,0.05,2.245,0.1403125,0.075,0.044117647,0.025,0.010416667,0,0,10.6,0.024941176,14,0.035,0.57,0.114,0,0,0,0,5,0.0125,0.01,0.000666667,0.03,0.001363636,0.01,0.000588235,0.06,0.003529412,0,0,0,0,0,0,0.06,0.008333333,0.085,0.04,0.11,0.005,0.16,0.05,0.03,0.04,0.065,0.06,0.015,0.04,0.04,0.045,0.05,0.02,0.005,0.04
181,Parsley_p5_cup,0.5,cup,30.4,grams,fresh,very low,26.6,0.0133,10.94,0.00547,0.9,0.016071429,0.24,0.002962963,1.92,0.0064,1,0.04,0.26,0.0052,0,0,42,0.042,0,0,0,0,0.05,0.055555556,0,0,0,0,1.88,0.104444444,15.2,0.038,0.05,0.025,0,0,17.63,0.025185714,168.42,0.04812,0.03,0.000545455,17.02,0.011346667,0.33,0.03,0.03,0.025,0.03,0.023076923,0.4,0.025,0.03,0.017647059,0,0,0,0,3.9,0.009176471,46.2,0.1155,0.12,0.024,40.43,0.539066667,128.04,0.142266667,0,0,0.23,0.015333333,0.04,0.001818182,0.09,0.005294118,0.04,0.002352941,0,0,0,0,0,0,0.03,0.004166667,0.06,0.04,0.09,0,0.08,0.04,0.02,0.04,0.06,0.06,0.01,0.04,0.06,0.04,0.04,0.01,0.02,0.05
181,Parsley_p25_cup,0.25,cup,15.2,grams,fresh,very low,13.3,0.00665,5.47,0.002735,0.45,0.008035714,0.12,0.001481481,0.96,0.0032,0.5,0.02,0.13,0.0026,0,0,21,0.021,0,0,0,0,0.025,0.027777778,0,0,0,0,0.94,0.052222222,7.6,0.019,0.025,0.0125,0,0,8.815,0.012592857,84.21,0.02406,0.015,0.000272727,8.51,0.005673333,0.165,0.015,0.015,0.0125,0.015,0.011538462,0.2,0.0125,0.015,0.008823529,0,0,0,0,1.95,0.004588235,23.1,0.05775,0.06,0.012,20.215,0.269533333,64.02,0.071133333,0,0,0.115,0.007666667,0.02,0.000909091,0.045,0.002647059,0.02,0.001176471,0,0,0,0,0,0,0.015,0.002083333,0.03,0.02,0.045,0,0.04,0.02,0.01,0.02,0.03,0.03,0.005,0.02,0.03,0.02,0.02,0.005,0.01,0.025
175,Fennel_sliced_1_cup,1,cup,87,grams,raw,very low,78.48,0.03924,26.97,0.013485,1.08,0.019285714,0.17,0.002098765,6.35,0.021166667,2.7,0.108,0,0,0,0,42.63,0.04263,0,0,0,0,0.06,0.066666667,0,0,0,0,0.64,0.035555556,14.79,0.036975,0.17,0.085,4.35,0.096666667,43.5,0.062142857,360.18,0.102908571,0.61,0.011090909,45.24,0.03016,0.17,0.015454545,0.01,0.008333333,0.03,0.023076923,0.56,0.035,0.04,0.023529412,0,0,0,0,0,0,23.49,0.058725,0.2,0.04,10.44,0.1392,5.83,0.006477778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Fennel_sliced_p25_cup,0.25,cup,21.75,grams,raw,very low,19.62,0.00981,6.7425,0.00337125,0.27,0.004821429,0.0425,0.000524691,1.5875,0.005291667,0.675,0.027,0,0,0,0,10.6575,0.0106575,0,0,0,0,0.015,0.016666667,0,0,0,0,0.16,0.008888889,3.6975,0.00924375,0.0425,0.02125,1.0875,0.024166667,10.875,0.015535714,90.045,0.025727143,0.1525,0.002772727,11.31,0.00754,0.0425,0.003863636,0.0025,0.002083333,0.0075,0.005769231,0.14,0.00875,0.01,0.005882353,0,0,0,0,0,0,5.8725,0.01468125,0.05,0.01,2.61,0.0348,1.4575,0.001619444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Raspberries_p125_cup,0.125,cup,15.375,grams,fresh,low,13.1875,0.00659375,2,0.001,0.185,0.003303571,0.1,0.001234568,1.8375,0.006125,1,0.04,0.6805,0.01361,0,0,3.84375,0.00384375,3.375,0.0016875,0,0,0.01375,0.015277778,0,0,0,0,0.10625,0.005902778,3.375,0.0084375,0.1025,0.05125,0,0,4.4625,0.006375,23.2125,0.006632143,0.03125,0.000568182,0.15375,0.0001025,0.065,0.005909091,0.005,0.004166667,0.00625,0.004807692,0.0925,0.00578125,0.00875,0.005147059,0,0,0.2925,0.00975,1.89125,0.00445,3.22875,0.008071875,0.05,0.01,4.02875,0.053716667,0.25,0.000277778,0,0,0.13375,0.008916667,0.0025,0.000113636,0.01,0.000588235,0.0575,0.003382353,0,0,0,0,0.01875,0.0078125,0.03875,0.005381944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Blueberries_1_cup,1,cup,148,grams,fresh,low,124.63,0.062315,84.36,0.04218,1.1,0.019642857,0.5,0.00617284,21.45,0.0715,3.55,0.142,14.74,0.2948,0,0,8.88,0.00888,0,0,0,0,0.08,0.088888889,0,0,0,0,0.41,0.022777778,8.88,0.0222,0.5,0.25,0,0,17.76,0.025371429,114,0.032571429,0.15,0.002727273,1.48,0.000986667,0.24,0.021818182,0.05,0.041666667,0.06,0.046153846,0.62,0.03875,0.08,0.047058824,0,0,0,0,8.88,0.020894118,8.88,0.0222,0.18,0.036,14.36,0.191466667,4,0.004444444,0,0,0.84,0.056,0.04,0.001818182,0.07,0.004117647,0.22,0.012941176,0,0,0,0,0.09,0.0375,0.13,0.018055556,0.05,0.05,0.08,0.01,0.13,0.05,0.02,0.03,0.07,0.02,0.02,0.04,0.04,0.03,0.03,0,0.01,0.05
185,Blueberries_p125_cup,0.125,cup,18.5,grams,fresh,low,15.57875,0.007789375,10.545,0.0052725,0.1375,0.002455357,0.0625,0.000771605,2.68125,0.0089375,0.44375,0.01775,1.8425,0.03685,0,0,1.11,0.00111,0,0,0,0,0.01,0.011111111,0,0,0,0,0.05125,0.002847222,1.11,0.002775,0.0625,0.03125,0,0,2.22,0.003171429,14.25,0.004071429,0.01875,0.000340909,0.185,0.000123333,0.03,0.002727273,0.00625,0.005208333,0.0075,0.005769231,0.0775,0.00484375,0.01,0.005882353,0,0,0,0,1.11,0.002611765,1.11,0.002775,0.0225,0.0045,1.795,0.023933333,0.5,0.000555556,0,0,0.105,0.007,0.005,0.000227273,0.00875,0.000514706,0.0275,0.001617647,0,0,0,0,0.01125,0.0046875,0.01625,0.002256944,0.00625,0.00625,0.01,0.00125,0.01625,0.00625,0.0025,0.00375,0.00875,0.0025,0.0025,0.005,0.005,0.00375,0.00375,0,0.00125,0.00625
186,Strawberries_1_cup,1,cup,144,grams,fresh,low,131,0.0655,46,0.023,0.96,0.017142857,0.43,0.005308642,11.06,0.036866667,2.88,0.1152,7.04,0.1408,193.29,0.06443,23,0.023,26,0.013,0,0,0.07,0.077777778,0.01,0.0025,13,0.086666667,0.6,0.033333333,18.72,0.0468,0.56,0.28,0,0,34.56,0.049371429,220.32,0.062948571,0.58,0.010545455,1.44,0.00096,0.2,0.018181818,0.03,0.025,0.03,0.023076923,0.56,0.035,0.07,0.041176471,0,0,1.58,0.052666667,8.21,0.019317647,34.56,0.0864,0.18,0.036,84.67,1.128933333,0.86,0.000955556,0,0,0.42,0.028,0.02,0.000909091,0.06,0.003529412,0.22,0.012941176,0,0,0,0,0.09,0.0375,0.13,0.018055556,0.05,0.04,0.21,0.01,0.14,0.04,0.02,0.02,0.05,0.04,0,0.03,0.03,0.04,0.03,0.01,0.03,0.03
187,Strawberries_p25_cup,0.25,cup,36,grams,fresh,low,32.75,0.016375,11.5,0.00575,0.24,0.004285714,0.1075,0.00132716,2.765,0.009216667,0.72,0.0288,1.76,0.0352,48.3225,0.0161075,5.75,0.00575,6.5,0.00325,0,0,0.0175,0.019444444,0.0025,0.000625,3.25,0.021666667,0.15,0.008333333,4.68,0.0117,0.14,0.07,0,0,8.64,0.012342857,55.08,0.015737143,0.145,0.002636364,0.36,0.00024,0.05,0.004545455,0.0075,0.00625,0.0075,0.005769231,0.14,0.00875,0.0175,0.010294118,0,0,0.395,0.013166667,2.0525,0.004829412,8.64,0.0216,0.045,0.009,21.1675,0.282233333,0.215,0.000238889,0,0,0.105,0.007,0.005,0.000227273,0.015,0.000882353,0.055,0.003235294,0,0,0,0,0.0225,0.009375,0.0325,0.004513889,0.0125,0.01,0.0525,0.0025,0.035,0.01,0.005,0.005,0.0125,0.01,0,0.0075,0.0075,0.01,0.0075,0.0025,0.0075,0.0075
188,Blackberries_p125_cup,0.125,cup,18,grams,fresh,low,88.15,0.044075,43,0.0215,1.4,0.025,0.5,0.00617284,9.6,0.032,5,0.2,4.6,0.092,0,0,29,0.029,0,0,0,0,0.17,0.188888889,0,0,0,0,0.62,0.034444444,20,0.05,0,0,0,0,22,0.031428571,162,0.046285714,0.4,0.007272727,1,0.000666667,0.53,0.048181818,0.02,0.016666667,0.03,0.023076923,0.65,0.040625,0.03,0.017647059,0,0,0,0,8.5,0.02,25,0.0625,0,0,21,0.28,11,0.012222222,0,0,1.17,0.078,0.01,0.000454545,0,0,0,0,0,0,0,0,0.09,0.0375,0.19,0.026388889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Cranberries_1_cup,1,cup,100,grams,fresh,low,87.13,0.043565,46,0.023,0.4,0.007142857,0.13,0.001604938,12.2,0.040666667,4.6,0.184,4,0.08,0,0,8,0.008,0,0,0,0,0.06,0.066666667,0,0,0,0,0.25,0.013888889,6,0.015,0.36,0.18,0,0,13,0.018571429,85,0.024285714,0.1,0.001818182,2,0.001333333,0.1,0.009090909,0.01,0.008333333,0.02,0.015384615,0.1,0.00625,0.06,0.035294118,0,0,0,0,5.5,0.012941176,1,0.0025,0.3,0.06,13.3,0.177333333,3,0.003333333,0,0,1.2,0.08,0.01,0.000454545,0.02,0.001176471,0.06,0.003529412,0,0,0,0,0.02,0.008333333,0.03,0.004166667,0.02,0.03,0.09,0,0.07,0.02,0.01,0.01,0.02,0.02,0,0.02,0.01,0.02,0.01,0,0.01,0.02
190,Cranberries_p125_cup,0.125,cup,12.5,grams,fresh,low,10.89125,0.005445625,5.75,0.002875,0.05,0.000892857,0.01625,0.000200617,1.525,0.005083333,0.575,0.023,0.5,0.01,0,0,1,0.001,0,0,0,0,0.0075,0.008333333,0,0,0,0,0.03125,0.001736111,0.75,0.001875,0.045,0.0225,0,0,1.625,0.002321429,10.625,0.003035714,0.0125,0.000227273,0.25,0.000166667,0.0125,0.001136364,0.00125,0.001041667,0.0025,0.001923077,0.0125,0.00078125,0.0075,0.004411765,0,0,0,0,0.6875,0.001617647,0.125,0.0003125,0.0375,0.0075,1.6625,0.022166667,0.375,0.000416667,0,0,0.15,0.01,0.00125,5.68E-05,0.0025,0.000147059,0.0075,0.000441176,0,0,0,0,0.0025,0.001041667,0.00375,0.000520833,0.0025,0.00375,0.01125,0,0.00875,0.0025,0.00125,0.00125,0.0025,0.0025,0,0.0025,0.00125,0.0025,0.00125,0,0.00125,0.0025
191,Cherries_p65_cup,0.65,cup,100,grams,fresh,low,82.25,0.041125,63,0.0315,1.06,0.018928571,0.2,0.002469136,16.01,0.053366667,2.1,0.084,12.82,0.2564,228,0.076,13,0.013,0,0,0,0,0.06,0.066666667,0,0,0,0,0.36,0.02,11,0.0275,0.07,0.035,0,0,21,0.03,222,0.063428571,0,0,0,0,0.07,0.006363636,0.03,0.025,0.03,0.023076923,0.15,0.009375,0.05,0.029411765,0,0,0.4,0.013333333,6.1,0.014352941,4,0.01,0.2,0.04,7,0.093333333,3.2,0.003555556,0,0,0.07,0.004666667,0.04,0.001818182,0.05,0.002941176,0.05,0.002941176,0,0,0,0,0.03,0.0125,0.03,0.004166667,0.03,0.02,0.57,0.01,0.08,0.02,0.02,0.02,0.03,0.03,0.01,0.02,0.04,0.03,0.02,0.01,0.01,0.02
192,Apple_1_medium,1,medium,182,grams,fresh,low,155,0.0775,94,0.047,0.47,0.008392857,0.31,0.00382716,25,0.083333333,4.4,0.176,18.91,0.3782,497.2,0.165733333,10.92,0.01092,0,0,1.7,0.048571429,0.05,0.055555556,0.01,0.0025,0,0,0.22,0.012222222,9.1,0.02275,0.06,0.03,0,0,20,0.028571429,195,0.055714286,0,0,1.82,0.001213333,0.07,0.006363636,0.03,0.025,0.05,0.038461538,0.17,0.010625,0.07,0.041176471,0,0,2.27,0.075666667,6.19,0.014564706,5.5,0.01375,0.11,0.022,8.37,0.1116,4.91,0.005455556,0,0,0.33,0.022,0.05,0.002272727,0.01,0.000588235,0.09,0.005294118,0,0,0,0,0.02,0.008333333,0.08,0.011111111,0.02,0.01,0.13,0,0.05,0.02,0.01,0.01,0.02,0.02,0,0.01,0.01,0.02,0.01,0,0,0.02
193,Apple_p5_medium,0.5,medium,91,grams,fresh,low,77.5,0.03875,47,0.0235,0.235,0.004196429,0.155,0.00191358,12.5,0.041666667,2.2,0.088,9.455,0.1891,248.6,0.082866667,5.46,0.00546,0,0,0.85,0.024285714,0.025,0.027777778,0.005,0.00125,0,0,0.11,0.006111111,4.55,0.011375,0.03,0.015,0,0,10,0.014285714,97.5,0.027857143,0,0,0.91,0.000606667,0.035,0.003181818,0.015,0.0125,0.025,0.019230769,0.085,0.0053125,0.035,0.020588235,0,0,1.135,0.037833333,3.095,0.007282353,2.75,0.006875,0.055,0.011,4.185,0.0558,2.455,0.002727778,0,0,0.165,0.011,0.025,0.001136364,0.005,0.000294118,0.045,0.002647059,0,0,0,0,0.01,0.004166667,0.04,0.005555556,0.01,0.005,0.065,0,0.025,0.01,0.005,0.005,0.01,0.01,0,0.005,0.005,0.01,0.005,0,0,0.01
194,Banana_1_medium,1,medium,118,grams,fresh,low,88.39,0.044195,105.02,0.05251,1.29,0.023035714,0.39,0.004814815,26.95,0.089833333,3.07,0.1228,14.43,0.2886,122.14,0.040713333,5.9,0.0059,93.22,0.04661,0.93,0.026571429,0.09,0.1,0,0,9.44,0.062933333,0.31,0.017222222,31.86,0.07965,0.32,0.16,0,0,25.96,0.037085714,422.44,0.120697143,1.18,0.021454545,1.18,0.000786667,0.18,0.016363636,0.04,0.033333333,0.09,0.069230769,0.78,0.04875,0.43,0.252941176,0,0,3.07,0.102333333,11.56,0.0272,23.6,0.059,0.39,0.078,10.27,0.136933333,3.78,0.0042,0,0,0.12,0.008,0.13,0.005909091,0.04,0.002352941,0.09,0.005294118,0,0,0,0,0.03,0.0125,0.05,0.006944444,0.05,0.06,0.15,0.01,0.18,0.04,0.09,0.03,0.08,0.06,0.01,0.06,0.03,0.05,0.03,0.01,0.01,0.06
195,Banana_p5_medium,0.5,medium,59,grams,fresh,low,44,0.022,52.51,0.026255,0.645,0.011517857,0.195,0.002407407,13.475,0.044916667,1.535,0.0614,7.215,0.1443,61.07,0.020356667,2.95,0.00295,46.61,0.023305,0.465,0.013285714,0.045,0.05,0,0,4.72,0.031466667,0.155,0.008611111,15.93,0.039825,0.16,0.08,0,0,12.98,0.018542857,211.22,0.060348571,0.59,0.010727273,0.59,0.000393333,0.09,0.008181818,0.02,0.016666667,0.045,0.034615385,0.39,0.024375,0.215,0.126470588,0,0,1.535,0.051166667,5.78,0.0136,11.8,0.0295,0.195,0.039,5.135,0.068466667,1.89,0.0021,0,0,0.06,0.004,0.065,0.002954545,0.02,0.001176471,0.045,0.002647059,0,0,0,0,0.015,0.00625,0.025,0.003472222,0.025,0.03,0.075,0.005,0.09,0.02,0.045,0.015,0.04,0.03,0.005,0.03,0.015,0.025,0.015,0.005,0.005,0.03
196,Grapefruit_p5_medium,0.5,medium,128,grams,fresh,low,116,0.058,41,0.0205,0.81,0.014464286,0.13,0.001604938,10.3,0.034333333,1.4,0.056,8.9,0.178,126,0.042,15.4,0.0154,2.6,0.0013,0,0,0.06,0.066666667,0,0,0,0,0.12,0.006666667,10.24,0.0256,0.02,0.01,0,0,10.24,0.014628571,178,0.050857143,0.38,0.006909091,0,0,0.09,0.008181818,0.05,0.041666667,0.03,0.023076923,0.32,0.02,0.05,0.029411765,0,0,1.3,0.043333333,10,0.023529412,12.8,0.032,0.36,0.072,44,0.586666667,59.33,0.065922222,0,0,0.17,0.011333333,0.02,0.000909091,0.02,0.001176471,0.03,0.001764706,0,0,0,0,0.01,0.004166667,0.02,0.002777778,0.03,0.09,0.14,0.01,0.2,0.02,0.01,0.01,0.02,0.02,0.01,0.05,0.07,0.03,0.01,0.01,0.01,0.02
197,Grapefruit_p25_medium,0.25,medium,64,grams,fresh,low,58,0.029,20.5,0.01025,0.405,0.007232143,0.065,0.000802469,5.15,0.017166667,0.7,0.028,4.45,0.089,63,0.021,7.7,0.0077,1.3,0.00065,0,0,0.03,0.033333333,0,0,0,0,0.06,0.003333333,5.12,0.0128,0.01,0.005,0,0,5.12,0.007314286,89,0.025428571,0.19,0.003454545,0,0,0.045,0.004090909,0.025,0.020833333,0.015,0.011538462,0.16,0.01,0.025,0.014705882,0,0,0.65,0.021666667,5,0.011764706,6.4,0.016,0.18,0.036,22,0.293333333,29.665,0.032961111,0,0,0.085,0.005666667,0.01,0.000454545,0.01,0.000588235,0.015,0.000882353,0,0,0,0,0.005,0.002083333,0.01,0.001388889,0.015,0.045,0.07,0.005,0.1,0.01,0.005,0.005,0.01,0.01,0.005,0.025,0.035,0.015,0.005,0.005,0.005,0.01
198,Kiwi_fruit_1_medium,1,medium,69,grams,raw,low,57.32,0.02866,42,0.021,0.79,0.014107143,0.36,0.004444444,10.12,0.033733333,2,0.08,6.2,0.124,0,0,23.5,0.0235,27,0.0135,0,0,0.09,0.1,0,0,0,0,0.21,0.011666667,11.73,0.029325,0.07,0.035,0,0,23.46,0.033514286,215.3,0.061514286,0.14,0.002545455,2.07,0.00138,0.1,0.009090909,0.02,0.016666667,0.02,0.015384615,0.24,0.015,0.04,0.023529412,0,0,0,0,5.4,0.012705882,17.25,0.043125,0.13,0.026,64,0.853333333,3,0.003333333,0,0,1,0.066666667,0.02,0.000909091,0.03,0.001764706,0.2,0.011764706,0,0,0,0,0.03,0.0125,0.17,0.023611111,0.04,0.06,0.09,0.02,0.13,0.04,0.02,0.04,0.05,0.04,0.02,0.03,0.03,0.04,0.03,0.01,0.02,0.04
199,Kiwi_fruit_p5_medium,0.5,medium,34.5,grams,fresh,low,28.66,0.01433,21,0.0105,0.395,0.007053571,0.18,0.002222222,5.06,0.016866667,1,0.04,3.1,0.062,0,0,11.75,0.01175,13.5,0.00675,0,0,0.045,0.05,0,0,0,0,0.105,0.005833333,5.865,0.0146625,0.035,0.0175,0,0,11.73,0.016757143,107.65,0.030757143,0.07,0.001272727,1.035,0.00069,0.05,0.004545455,0.01,0.008333333,0.01,0.007692308,0.12,0.0075,0.02,0.011764706,0,0,0,0,2.7,0.006352941,8.625,0.0215625,0.065,0.013,32,0.426666667,1.5,0.001666667,0,0,0.5,0.033333333,0.01,0.000454545,0.015,0.000882353,0.1,0.005882353,0,0,0,0,0.015,0.00625,0.085,0.011805556,0.02,0.03,0.045,0.01,0.065,0.02,0.01,0.02,0.025,0.02,0.01,0.015,0.015,0.02,0.015,0.005,0.01,0.02
200,Grapes_1_cup,1,cup,151,grams,fresh,low,121,0.0605,104,0.052,1.1,0.019642857,0.24,0.002962963,27.33,0.0911,1.36,0.0544,23.4,0.468,694,0.231333333,15.1,0.0151,0,0,0.3,0.008571429,0.2,0.222222222,0.01,0.0025,1.5,0.01,0.54,0.03,10.6,0.0265,0.11,0.055,0,0,30.2,0.043142857,288.4,0.0824,0.15,0.002727273,3,0.002,0.11,0.01,0.1,0.083333333,0.11,0.084615385,0.28,0.0175,0.13,0.076470588,0,0,0.45,0.015,8.5,0.02,3,0.0075,0.08,0.016,4.8,0.064,5,0.005555556,0,0,0.3,0.02,0.08,0.003636364,0.01,0.000588235,0.07,0.004117647,0,0,0,0,0.02,0.008333333,0.06,0.008333333,0.03,0.2,0.06,0.02,0.12,0.02,0.03,0.02,0.03,0.04,0.01,0.03,0.12,0.03,0.03,0.02,0.02,0.03
201,Grapes_p5_cup,0.5,cup,75.5,grams,fresh,low,60.5,0.03025,52,0.026,0.55,0.009821429,0.12,0.001481481,13.665,0.04555,0.68,0.0272,11.7,0.234,347,0.115666667,7.55,0.00755,0,0,0.15,0.004285714,0.1,0.111111111,0.005,0.00125,0.75,0.005,0.27,0.015,5.3,0.01325,0.055,0.0275,0,0,15.1,0.021571429,144.2,0.0412,0.075,0.001363636,1.5,0.001,0.055,0.005,0.05,0.041666667,0.055,0.042307692,0.14,0.00875,0.065,0.038235294,0,0,0.225,0.0075,4.25,0.01,1.5,0.00375,0.04,0.008,2.4,0.032,2.5,0.002777778,0,0,0.15,0.01,0.04,0.001818182,0.005,0.000294118,0.035,0.002058824,0,0,0,0,0.01,0.004166667,0.03,0.004166667,0.015,0.1,0.03,0.01,0.06,0.01,0.015,0.01,0.015,0.02,0.005,0.015,0.06,0.015,0.015,0.01,0.01,0.015
